record_id,source_file,title,authors,year,journal,doi,final_include,resolution,audit_a_include,audit_b_include,metric_status,core_goal_status,artifact_status,exclusion_trigger_codes,final_reason_cn,confidence,fulltext_chars
14346,14346_2021_finding-a-needle-in-the-haystack-recommending-online-communities-on-social-media-platforms-using.md,"Finding a Needle in the Haystack: 
Recommending Online Communities on Social Media Platforms Using Network and Design Science",Srikar Velichety; Sudha Ram,2021,Journal of the Association for Information Systems,10.17705/1jais.00694,False,independent_agreement_exclude,False,False,fully_objective_direct,objective_improvement_primary,algorithm_or_model_only,NO_EXPLICIT_ARTIFACT_CLASS | NO_MATERIAL_ARTIFACT_CHANGE | NO_OPERATIONAL_INSTANTIATION | ALGORITHM_MODEL_ONLY,该文在客观指标和核心目标上通过：以社区订阅推荐准确性为核心，评价指标基于实际订阅事实，完全客观。但在软件制品门槛上失败：全文将“artifact”定义为方法/特征提取过程/模型评分组合，没有明确说明构建了哪一类信息系统、应用、平台组件、插件或可运行数字制品；没有对Twitter平台或其组件进行实质修改；没有在一个实际实现的软件制品中运行该推荐模块并评价系统级结果。文章本质上是在离线数据集上设计特征、训练预测模型并与基线比较，属于算法/模型研究，不符合可纳入的制品实例化要求。,0.92,100053
14444,14444_2024_digital-institutionalization-the-case-of-e-prescribing.md,Digital Institutionalization: The Case of E-Prescribing,Owen Eriksson; Sten-Erik Öhlund,2024,Journal of the Association for Information Systems,10.17705/1jais.00845,False,independent_agreement_exclude,False,False,fully_objective_direct,theory_or_explanation_primary,implemented_artifact_component,OBJECTIVE_METRIC_NOT_CORE | THEORY_OR_EXPLANATION_PRIMARY,本文确实包含完全客观的电子处方错误率/错误数指标，并且新交换合同、XML schema、自动校验服务和反馈机制被实际设计、实现和运行。然而，文章的核心贡献是数字制度化理论、设计原则和制度变革知识，而不是以客观指标提升作为最终核心目标。客观错误率是支持NEF干预有效性的重要证据，但文章整体目标是提出‘数字制度化’的中间范围理论和设计原则；药房调查等主观证据也用于支撑合法性论证。根据校准案例‘Digital Institutionalization: E-Prescribing’的明确排除原则，应判定为不纳入。,0.97,108369
14538,14538_2020_deep-learning-for-detecting-financial-statement-fraud.md,Deep learning for detecting financial statement fraud,Patricia Craja; Alisa Kim; Stefan Lessmann,2020,Decision Support Systems,10.1016/j.dss.2020.113421,False,independent_agreement_exclude,False,False,objective_fixed_factual_labels,objective_improvement_primary,algorithm_or_model_only,NO_EXPLICIT_ARTIFACT_CLASS | ALGORITHM_MODEL_ONLY | NO_OPERATIONAL_INSTANTIATION,该文核心目标是提升金融报表欺诈检测的客观分类性能（AUC、敏感性、F2等），欺诈标签来自SEC AAER监管事实，因此客观指标和核心目标两个条件成立。但制品条件不成立：全文实现和评价的是HAN等欺诈预测模型，虽然使用了“fraud detection system”“decision support system”等措辞，但没有明确说明一个可运行的软件制品类别，也没有描述对具体系统组件的设计改造或实际实例化；red-flag句子标记只是模型输出的解释性示例，而非被实现和运行的决策支持软件。因此按保守标准排除。,0.93,97288
15532,15532_2025_real-time-sales-data-streamer-improvisation-and-sales-performance-evidence-from-live-stream-sell.md,"Real-Time Sales Data, Streamer Improvisation, and Sales Performance: Evidence From Live Stream Selling",Yumei He; Ni Huang; Lingli Wang; Yan Sun,2025,MIS Quarterly,10.25300/misq/2025/18627,False,adjudicated_exclude,True,False,fully_objective_direct,objective_improvement_primary,platform_only_context,NO_MATERIAL_ARTIFACT_CHANGE | PLATFORM_IMPLEMENTED_ARTIFACT_NOT_AUTHORED,文章的核心结果指标是预售产品销售量，来自平台交易日志，完全客观且为核心目标，满足前两项资格条件。但软件制品资格不满足：全文证据显示主播端实时销售数据仪表盘由合作平台开发并实施，作者只分析随机现场实验数据、评估该平台功能扩展的效果，未提供作者本人设计、构建或实质修改该软件制品或组件的证据。按证据不足即排除的原则，最终裁定不纳入。,0.8,135204
16100,16100_2020_a-data-analytics-framework-for-smart-asthma-management-based-on-remote-health-information-system.md,A Data Analytics Framework for Smart Asthma Management Based on Remote Health Information Systems with Bluetooth-Enabled Personal Inhalers,Junbo Son; Patricia Flatley Brennan; Shiyu Zhou,2020,MIS Quarterly,10.25300/misq/2020/15092,False,independent_agreement_exclude,False,False,objective_fixed_factual_labels,objective_improvement_primary,algorithm_or_model_only,ALGORITHM_MODEL_ONLY | NO_OPERATIONAL_INSTANTIATION,文章以开发数据驱动方法检测哮喘患者异常吸入器使用为目标，核心评估指标AUC、误报率、漏报率和报警时间均基于明确操作规则和客观时间戳，属于客观指标，且核心目标是提升该检测性能。然而，全文实际交付的是统计模型/分析框架（GLMM-GQP）及其R代码实现，并在历史数据集上离线模拟评估；SAM系统仅作为数据来源，未对平台进行实质修改，也没有将检测算法作为软件组件实际实例化运行。作者自己明确指出该模型“可以转化为工作IT制品”但尚未实现。因此不满足软件制品实例化要求，严格排除。,0.93,87553
16424,16424_2024_knowledge-aware-learning-framework-based-on-schema-theory-to-complement-large-learning-models.md,Knowledge-Aware Learning Framework Based on Schema Theory to Complement Large Learning Models,Long Xia; Wenqi Shen; Weiguo Fan; G. Alan Wang,2024,Journal of Management Information Systems,10.1080/07421222.2024.2340827,False,independent_agreement_exclude,False,False,fully_objective_direct,objective_improvement_primary,algorithm_or_model_only,NO_EXPLICIT_ARTIFACT_CLASS | ALGORITHM_MODEL_ONLY,文章的核心目标和评价指标都是完全客观的：以 F1、训练时间、参数数量等衡量学习有效性与效率，且这些是文章的主要贡献。然而在软件制品门槛上证据不足：作者提出并实现的是一个知识感知学习框架/模型，由 ConceptNet 知识库、上下文知识图谱、bi-LSTM 和 GCN 组成，它本质上是在数据集上离线训练和评估的深度学习模型，并未被明确实例化为信息系统、应用程序、平台、工具或插件等可运行软件制品，也没有嵌入到一个更大的软件系统中作为核心组件。因此，根据算法/模型边界规则，应排除。,0.82,120540
16575,16575_2022_ordinor-a-framework-for-discovering-evaluating-and-analyzing-organizational-models-using-event-l.md,"OrdinoR: A framework for discovering, evaluating, and analyzing organizational models using event logs",Jing Yang; Chun Ouyang; Wil M.P. van der Aalst; Arthur H.M. ter Hofstede; Yang Yu,2022,Decision Support Systems,10.1016/j.dss.2022.113771,False,adjudicated_exclude,False,True,fully_objective_direct,objective_metric_secondary,implemented_software_artifact,OBJECTIVE_METRIC_NOT_CORE,文章提出的 fitness、precision 和 F1 均为完全客观、确定性计算的一致性指标，且作者实际实现了 OrgMiner 原型并运行了真实日志实验，满足客观指标和软件制品两项条件。然而，论文的核心目标是提出一个组织模型挖掘框架和一致性检查方法（RQ1-RQ3 均围绕框架/方法），客观指标主要作为评估和比较发现方法的手段，而非通过设计与修改软件制品来提升某个最终客观结果指标。因此不满足“客观指标提升是文章核心目标”的必要条件，予以排除。,0.75,174347
16770,16770_2022_fraudulent-review-detection-model-focusing-on-emotional-expressions-and-explicit-aspects-investi.md,Fraudulent review detection model focusing on emotional expressions and explicit aspects: investigating the potential of feature engineering,Ajay Kumar; Ram D. Gopal; Ravi Shankar; Kim Hua Tan,2022,Decision Support Systems,10.1016/j.dss.2021.113728,False,independent_agreement_exclude,False,False,objective_fixed_factual_labels,objective_improvement_primary,algorithm_or_model_only,NO_EXPLICIT_ARTIFACT_CLASS | NO_MATERIAL_ARTIFACT_CHANGE | NO_OPERATIONAL_INSTANTIATION | ALGORITHM_MODEL_ONLY,该文章的核心目标和评价指标是客观的：欺诈评论检测属于外部事实标签上的分类性能（Precision、Recall、F1、AUC），且没有主观结果作为共同主结果。然而，文章只开发和离线评估了特征工程方法、M-SMOTE算法以及标准机器学习分类器，没有明确构建、修改或实例化任何可运行的软件制品（如检测系统、平台工具或组件）。文中提到的“tool”仅为未来应用建议，没有实际实现证据。因此软件制品相关三个门槛不满足，严格纳入不通过。,0.97,86976
19638,19638_2021_classifying-the-ideational-impact-of-information-systems-review-articles-a-content-enriched-deep.md,Classifying the ideational impact of Information Systems review articles: A content-enriched deep learning approach,Julian Prester; Gerit Wagner; Guido Schryen; Nik Rushdi Hassan,2021,Decision Support Systems,10.1016/j.dss.2020.113432,False,independent_agreement_exclude,False,False,human_semantic_judgment,objective_metric_secondary,algorithm_or_model_only,SUBJECTIVE_CONSTRUCT | HUMAN_SEMANTIC_JUDGMENT | ALGORITHM_MODEL_ONLY,核心目标指标“理念影响分类”的标签由人工对学术文本的语义解释和判断产生，无法脱离人的主观感知而独立成立；虽然模型性能（Precision/Recall/F1）计算客观，但针对的是主观构念的固定标签，属于人类语义判断产物。文章核心贡献是开发并评估一个深度学习方法Deep-CENIC，而不是通过设计/修改某个实例化的软件制品来提升一个客观可测量的结果。Deep-CENIC仅作为模型在数据集上训练和运行，未作为实际软件制品或系统组件被实例化部署。因此不满足三个必要条件。,0.97,78612
19642,19642_2021_peak-cubes-in-service-operations-bringing-multidimensionality-into-decision-support-systems.md,Peak cubes in service operations: Bringing multidimensionality into decision support systems,Arash Barfar; Balaji Padmanabhan; Alan Hevner,2021,Decision Support Systems,10.1016/j.dss.2020.113442,False,independent_agreement_exclude,False,False,objective_fixed_factual_labels,objective_improvement_primary,algorithm_or_model_only,NO_EXPLICIT_ARTIFACT_CLASS | NO_MATERIAL_ARTIFACT_CHANGE | NO_OPERATIONAL_INSTANTIATION | ALGORITHM_MODEL_ONLY,文章的核心目标是提出peak cube方法并证明其改进流失预测性能（AUROC），这一目标客观且通过模拟数据实现，满足指标客观性和核心目标提升的要求。然而，文章没有设计、构建或实质修改任何软件制品：它只提出了PeakCube算法、特征工程和预测模型，并在模拟数据上离线训练与评估，没有将模型作为组件集成到实际运行的软件系统中，也没有部署或实例化任何DSS、工具或界面。因此制品三个门槛均不满足，属于仅算法/模型的研究，应排除。,0.92,103990
19686,19686_2021_a-cross-domain-recommender-system-through-information-transfer-for-medical-diagnosis.md,A cross-domain recommender system through information transfer for medical diagnosis,Wenjun Chang; Qian Zhang; Chao Fu; Weiyong Liu; Guangquan Zhang; Jie Lu,2021,Decision Support Systems,10.1016/j.dss.2020.113489,False,independent_agreement_exclude,False,False,objective_fixed_factual_labels,objective_improvement_primary,algorithm_or_model_only,ALGORITHM_MODEL_ONLY | NO_OPERATIONAL_INSTANTIATION,文章以客观预测准确率为核心目标，且该准确率基于医学诊断风险类别这一既定事实标签，因此指标与核心目标门槛可通过；但ITMD本质上是一个跨域推荐算法/方法，文中只给出算法步骤和离线数据实验，没有明确展示或运行一个可操作、被实例化的软件制品（如推荐系统平台、用户界面、部署模块等）。作者自称“recommender system”不能替代制品证据。因此不满足软件制品三要件，不能纳入。,0.85,118951
19688,19688_2021_a-strategic-decision-making-architecture-toward-hybrid-teams-for-dynamic-competitive-problems.md,A strategic decision-making architecture toward hybrid teams for dynamic competitive problems,Alparslan Emrah Bayrak; Christopher McComb; Jonathan Cagan; Kenneth Kotovsky,2021,Decision Support Systems,10.1016/j.dss.2020.113490,False,independent_agreement_exclude,False,False,objective_fixed_factual_labels,objective_improvement_primary,algorithm_or_model_only,ALGORITHM_MODEL_ONLY | NO_OPERATIONAL_INSTANTIATION,虽然文章以客观的奖励函数（基于对局胜负）作为核心成功指标，且提升决策质量是核心目标，满足客观指标和核心目标两个必要条件；但文章并未构建或实际实例化一个可运行的软件制品或组件。所有实现均为离线训练的 LSTM 模型、模型预测控制求解和任务分区算法，在历史数据集上运行，未形成可供用户使用的决策支持软件或对现有软件平台（Starcraft II）进行实质修改。实时人机协作系统被明确留作未来工作，因此只属于算法/模型验证，不符合软件制品门槛，故排除。,0.95,79828
19762,19762_2021_simpler-is-better-lifting-interpretability-performance-trade-off-via-automated-feature-engineeri.md,Simpler is better: Lifting interpretability-performance trade-off via automated feature engineering,Alicja Gosiewska; Anna Kozak; Przemysław Biecek,2021,Decision Support Systems,10.1016/j.dss.2021.113556,False,independent_agreement_exclude,False,False,fully_objective_direct,objective_improvement_primary,algorithm_or_model_only,NO_EXPLICIT_ARTIFACT_CLASS | NO_MATERIAL_ARTIFACT_CHANGE | NO_OPERATIONAL_INSTANTIATION | ALGORITHM_MODEL_ONLY,指标方面：文章以 AUC 为主要评价，客观且核心；核心目标方面：目标是提升简单可解释模型的预测性能，属于算法/方法层面的客观目标提升；软件制品方面：文章提出的是 SAFE ML 特征工程框架和 SAFE 方法，虽有 R/Python 库和实验代码，但没有明确的 DSS/应用/平台/软件工具类别，没有对其组件进行实质设计或修改，也没有作为系统组件在真实或模拟运行环境中实例化；因此不满足软件制品三个门槛。,0.92,70838
19766,19766_2021_a-new-approximate-belief-rule-base-expert-system-for-complex-system-modelling.md,A new approximate belief rule base expert system for complex system modelling,You Cao; Zhi Jie Zhou; Chang Hua Hu; Shuai Wen Tang; Jie Wang,2021,Decision Support Systems,10.1016/j.dss.2021.113558,False,independent_agreement_exclude,False,False,fully_objective_direct,objective_metric_secondary,algorithm_or_model_only,OBJECTIVE_METRIC_NOT_CORE | NO_EXPLICIT_ARTIFACT_CLASS | NO_MATERIAL_ARTIFACT_CHANGE | NO_OPERATIONAL_INSTANTIATION | ALGORITHM_MODEL_ONLY,文章提出的ABRB本质上是一种预测/建模方法，在公开数据集上离线训练和比较，没有明确软件制品类别、组件改造或实际实例化运行；虽然MSE指标完全客观，但核心贡献是模型设计与理论证明，MSE仅为验证指标而非最终核心目标，因此不满足IS文献纳入条件。,0.95,84473
19788,19788_2021_a-dynamic-simulation-approach-to-support-the-evaluation-of-cyber-risks-and-security-investments.md,A dynamic simulation approach to support the evaluation of cyber risks and security investments in SMEs,Stefano Armenia; Marco Angelini; Fabio Nonino; Giulia Palombi; Mario Francesco Schlitzer,2021,Decision Support Systems,10.1016/j.dss.2021.113580,False,adjudicated_exclude,False,True,subjective_construct_with_fixed_labels,theory_or_explanation_primary,algorithm_or_model_only,SUBJECTIVE_CONSTRUCT | OBJECTIVE_METRIC_NOT_CORE | SIMULATION_ONLY | ALGORITHM_MODEL_ONLY | NO_OPERATIONAL_INSTANTIATION | NO_EXPLICIT_ARTIFACT_CLASS,逐项核验全文后，本文不满足纳入标准。(1) 指标客观性：文章核心输出是系统动力学仿真模型 SMECRA 对虚构企业 Alpha/Beta 的模拟结果（损失百分比、总成本、防御能力等）。这些数字是模型内部方程在用户自评初始状态和假设威胁环境下的仿真输出，不是对外部可核验事实的客观测量。初始状态来自 Snapshot Survey 中企业对自身网络安全措施的自评回答，虽然问题多为事实性选项，但构念是‘企业网络安全姿态’，依赖管理者自报和作者对答案到模型参数的映射，不满足独立于人类主观感知的客观构念要求。(2) 核心目标：摘要、引言和结论均将贡献定位为‘提出一种系统动力学方法论和工具’，用于支持投资决策、评估风险动态、提高网络安全意识，并通过案例展示不同策略影响；核心是方法论说明和仿真演示，不是通过构建并运行软件制品来提升某个客观结果指标。仿真中展示的‘成本降低’是模型行为演示，不是对真实制品成功性的客观评价。(3) 软件制品：文中明确提到‘The SMECRA system dynamics simulation model has been developed using Powersim® software’，但这是一个仿真模型/方法，不是被实际实例化并运行的软件制品；没有界面、部署、真实用户使用或实际系统运行证据；Alpha 和 Beta 是作者构造的参数化案例。综上，三项门禁均未通过，应排除。,0.94,83039
19808,19808_2021_bayesian-stackelberg-games-for-cyber-security-decision-support.md,Bayesian Stackelberg games for cyber-security decision support,Yunxiao Zhang; Pasquale Malacaria,2021,Decision Support Systems,10.1016/j.dss.2021.113599,False,adjudicated_exclude,False,True,fully_objective_direct,objective_improvement_primary,algorithm_or_model_only,ALGORITHM_MODEL_ONLY | NO_OPERATIONAL_INSTANTIATION,客观指标和核心目标两项门槛均通过：求解时间与期望安全风险是确定可观测的计算指标，且提升这些指标是文章核心目标。但软件制品门槛未通过：论文虽自称构建决策支持系统，实际主要贡献是贝叶斯 Stackelberg 博弈的新求解算法；Python+MOSEK 代码仅用于在合成完整攻击图和校园网案例中运行优化实验，属于算法实验脚本而非可运行的软件制品或明确制品组件；HMM 学习/推理模块仅引用已有工作，未实现或集成。按‘证据不足即排除’的保守口径，判定排除。,0.78,77735
19811,19811_2021_s2san-a-sentence-to-sentence-attention-network-for-sentiment-analysis-of-online-reviews.md,S2SAN: A sentence-to-sentence attention network for sentiment analysis of online reviews,Ping Wang; Jiangnan Li; Jingrui Hou,2021,Decision Support Systems,10.1016/j.dss.2021.113603,False,independent_agreement_exclude,False,False,subjective_construct_with_fixed_labels,objective_metric_secondary,algorithm_or_model_only,SUBJECTIVE_CONSTRUCT | HUMAN_SEMANTIC_JUDGMENT | ALGORITHM_MODEL_ONLY | NO_OPERATIONAL_INSTANTIATION,文章核心目标是提高情感分类准确率，情感极性标签依赖于人工语义判断，属于主观构念，即使计算 accuracy 也不改变目标的不客观性。训练时间虽是客观指标，但只是次要结果。此外，作者实现并评估的是一个深度情感分类模型，而不是被实例化为软件系统或其组件的制品；没有作为系统功能模块的部署或集成证据。因此不满足三项必要条件。,0.95,75923
19850,19850_2021_decisions-for-information-or-information-for-decisions-optimizing-information-gathering-in-decis.md,Decisions for information or information for decisions? Optimizing information gathering in decision-intensive processes,S. Voorberg; R. Eshuis; W. van Jaarsveld; G.J. van Houtum,2021,Decision Support Systems,10.1016/j.dss.2021.113632,False,adjudicated_exclude,True,False,mixed_objective_subjective,objective_metric_secondary,algorithm_or_model_only,SUBJECTIVE_CONSTRUCT | OBJECTIVE_METRIC_NOT_CORE | NO_EXPLICIT_ARTIFACT_CLASS | NO_OPERATIONAL_INSTANTIATION | ALGORITHM_MODEL_ONLY,文章提出一种基于MDP优化DIP信息收集的决策支持方法，并以期望利润作为主要评价指标。然而，该期望利润并非来自外部可核验的实际业务结果，而是由作者、领域专家共同定义的模型参数和概率分布计算得出，属于模型内的预期值，不是完全客观可测量的结果指标；核心贡献是‘方法/approach’而非通过实际运行软件制品来提升客观指标。制品方面，虽有Python求解算法和推荐器demo链接，但全文明确将其定位为概念验证，没有提供系统实现细节、运行日志或真实用户测试，不足以证明作者设计、构建并实际实例化运行了软件制品。因此不满足三项必要条件，应排除。,0.78,84277
19928,19928_2022_a-deep-recurrent-neural-network-approach-to-learn-sequence-similarities-for-user-identification.md,A deep recurrent neural network approach to learn sequence similarities for user-identification,Stefan Vamosi; Thomas Reutterer; Michael Platzer,2022,Decision Support Systems,10.1016/j.dss.2021.113718,False,independent_agreement_exclude,False,False,objective_fixed_factual_labels,objective_improvement_primary,algorithm_or_model_only,NO_EXPLICIT_ARTIFACT_CLASS | NO_MATERIAL_ARTIFACT_CHANGE | NO_OPERATIONAL_INSTANTIATION | ALGORITHM_MODEL_ONLY,文章提出并实现了一个基于 LSTM 和 triplet loss 的序列相似性模型（TL-RNN），并在用户再识别任务上以准确率、ARI、精确率/召回率等客观指标验证其性能。这些指标的核心构念基于外部可核验的用户身份标签，且测量不依赖人的主观判断；同时，提升这些客观指标确实是文章的核心目标。然而，整篇文章描述和评价的是一个机器学习模型/算法，虽然有开源参考实现并进行了训练和推理，但并未明确构建或实质修改任何软件制品（如用户识别系统、决策支持工具、应用程序或交互界面）。模型仅作为算法在离线数据集上运行，没有作为特定软件制品内的组件被实例化，因此不满足“软件制品”这一必要条件。综上，该文章应被排除。,0.97,69597
19948,19948_2022_combining-review-based-collaborative-filtering-and-matrix-factorization-a-solution-to-rating-s-s.md,Combining review-based collaborative filtering and matrix factorization: A solution to rating's sparsity problem,Rui Duan; Cuiqing Jiang; Hemant K. Jain,2022,Decision Support Systems,10.1016/j.dss.2022.113748,False,independent_agreement_exclude,False,False,fully_objective_direct,objective_improvement_primary,algorithm_or_model_only,NO_EXPLICIT_ARTIFACT_CLASS | NO_MATERIAL_ARTIFACT_CHANGE | NO_OPERATIONAL_INSTANTIATION | ALGORITHM_MODEL_ONLY,文章核心目标是提升推荐准确率，评价指标 MAE、precision、recall、F1 均为完全客观的可计算指标，核心目标也确实是改进客观推荐精度。因此指标和核心目标两个门槛通过。但在软件制品门槛上，文章所提出和评价的是名为 Review-Based Matrix Factorization（RMF）的推荐算法/方法，而不是一个被明确类别化的可运行软件制品（如推荐系统、平台、应用程序、插件等）。全文没有描述任何具体的软件系统、界面、工作流、系统组件或制品被设计和构建；算法通过离线实验在数据集上运行并比较，属于典型的 algorithm_or_model_only，未达到已实现软件制品或已实例化制品组件的要求。因此严格纳入失败。,0.95,96137
19964,19964_2022_explainability-and-fairness-of-regtech-for-regulatory-enforcement-automated-monitoring-of-consum.md,Explainability and fairness of RegTech for regulatory enforcement: Automated monitoring of consumer complaints,Michael Siering,2022,Decision Support Systems,10.1016/j.dss.2022.113782,False,independent_agreement_exclude,False,False,objective_fixed_factual_labels,objective_improvement_primary,algorithm_or_model_only,NO_EXPLICIT_ARTIFACT_CLASS | NO_MATERIAL_ARTIFACT_CHANGE | NO_OPERATIONAL_INSTANTIATION | ALGORITHM_MODEL_ONLY,文章以‘预测消费者投诉是否导致货币补偿’这一事实标签上的分类性能为核心，指标构念客观、测量确定，且分类性能是明确设计需求和主要评价对象，因此指标与核心目标方面可满足；但全文只提出了设计原则和分类器配置，并没有构建、实现或运行一个信息系统、平台、工具等可运行软件制品，也没有在现有软件组件上进行实质修改，因此不满足软件制品门槛。根据严格逻辑，strict_include=false。,0.93,81901
20011,20011_2023_catchm-a-novel-network-based-credit-card-fraud-detection-method-using-node-representation-learni.md,CATCHM: A novel network-based credit card fraud detection method using node representation learning,Rafaël Van Belle; Bart Baesens; Jochen De Weerdt,2023,Decision Support Systems,10.1016/j.dss.2022.113866,False,independent_agreement_exclude,False,False,objective_fixed_factual_labels,objective_improvement_primary,algorithm_or_model_only,ALGORITHM_MODEL_ONLY | NO_EXPLICIT_ARTIFACT_CLASS | NO_MATERIAL_ARTIFACT_CHANGE,该文的客观指标（AUCPR、F1、TP@300、处理时间）均为客观且是核心贡献，欺诈标签也属于可外部核验的事实类别；但CATCHM被全文明确定位为fraud detection algorithm/method，而非具体软件制品。文中没有定义或实例化一个信息系统、应用、平台、检测系统或软件工具，也没有将算法作为某软件制品的核心组件在运行环境中部署，实验只是对算法模型在数据集上的离线运行。因此不满足软件制品三个证据要求，strict_include=false。,0.8,73023
20016,20016_2023_assuring-quality-and-waiting-time-in-real-time-spatial-crowdsourcing.md,Assuring quality and waiting time in real-time spatial crowdsourcing,Zhibin Wu; Lijie Peng; Chuankai Xiang,2023,Decision Support Systems,10.1016/j.dss.2022.113869,False,independent_agreement_exclude,False,False,fully_objective_direct,objective_improvement_primary,algorithm_or_model_only,ALGORITHM_MODEL_ONLY | NO_EXPLICIT_ARTIFACT_CLASS | NO_OPERATIONAL_INSTANTIATION,文章提出的核心目标是客观的——最小化等待时间、最大化工人声誉（作为结果质量代理），并且这些指标均是可计算、可核验的客观量。然而，文章没有构建或实例化任何具体的软件制品：TP-TASC只是一个包含LightGBM预测模型和启发式任务分配算法的框架，通过模拟实验验证，而不是实际运行于众包平台的系统、工具或组件。虽然作者讨论未来可构建DSS，但未提供实际制品或组件运行证据。因此不满足软件制品条件，应排除。,0.97,66408
20024,20024_2023_a-deep-learning-approach-for-detecting-fake-reviewers-exploiting-reviewing-behavior-and-textual.md,A deep learning approach for detecting fake reviewers: Exploiting reviewing behavior and textual information,Dong Zhang; Wenwen Li; Baozhuang Niu; Chong Wu,2023,Decision Support Systems,10.1016/j.dss.2022.113911,False,independent_agreement_exclude,False,False,objective_fixed_factual_labels,objective_improvement_primary,algorithm_or_model_only,ALGORITHM_MODEL_ONLY | NO_EXPLICIT_ARTIFACT_CLASS | NO_MATERIAL_ARTIFACT_CHANGE,文章核心目标确实是通过深度学习模型提升假评论者检测的客观分类性能，指标为 accuracy/F1/AUC，标签来自 Yelp 数据集既定事实类别，因此指标构念和测量均客观。但全文所提出的‘framework’本质是神经网络模型/算法：行为敏感特征提取器、上下文感知注意力机制和分类层均属于模型架构，没有明确软件制品类别（如信息系统、检测平台、工具或插件），也没有对现有系统或平台组件进行实质修改或部署。实验仅在离线数据集上训练和评估模型，因此属于算法/模型层面的研究，不满足软件制品门槛。,0.92,73081
20039,20039_2024_measuring-service-quality-based-on-customer-emotion-an-explainable-ai-approach.md,Measuring service quality based on customer emotion: An explainable AI approach,Yiting Guo; Yilin Li; De Liu; Sean Xin Xu,2024,Decision Support Systems,10.1016/j.dss.2023.114051,False,independent_agreement_exclude,False,False,subjective_construct_with_fixed_labels,objective_metric_secondary,implemented_software_artifact,SUBJECTIVE_CONSTRUCT | HUMAN_SEMANTIC_JUDGMENT,文章确实设计、实现并运行了自动语音情绪识别和服务质量预测的IT artifact，并以预测性能作为核心评价；但其目标构念“服务质量”的真值来自客户售后调查评分（SERVQUAL），本质是客户对服务的主观感知评价，并非可由外部事实核验的客观指标。推荐意向同样来自客户自我报告。因此即使指标计算和系统实例化明确，仍因目标构念主观而排除。,0.99,80929
20225,20225_2022_data-analytics-for-the-sustainable-use-of-resources-in-hospitals-predicting-the-length-of-stay-f.md,Data analytics for the sustainable use of resources in hospitals: Predicting the length of stay for patients with chronic diseases,Hamed M. Zolbanin; Behrooz Davazdahemami; Dursun Delen; Amir Hassan Zadeh,2022,Information & Management,10.1016/j.im.2020.103282,False,independent_agreement_exclude,False,False,fully_objective_direct,objective_improvement_primary,algorithm_or_model_only,ALGORITHM_MODEL_ONLY | NO_EXPLICIT_ARTIFACT_CLASS | NO_MATERIAL_ARTIFACT_CHANGE | NO_OPERATIONAL_INSTANTIATION,客观指标（住院天数及其预测误差）合格，且提升预测准确性是文章核心目标。但满足软件制品门槛的证据不足：文章构建和运行的是深度MLP预测模型及数据处理流程，而不是一个被明确设计、实质修改并实例化运行的信息系统或软件制品组件。‘CDSS’仅在讨论中出现，没有具体制品类别、组件关系或实际部署证据，因此不满足严格纳入条件。,0.95,106303
20317,20317_2021_dncp-an-attention-based-deep-learning-approach-enhanced-with-attractiveness-and-timeliness-of-ne.md,DNCP: An attention-based deep learning approach enhanced with attractiveness and timeliness of News for online news click prediction,Jie Xiong; Li Yu; Dongsong Zhang; Youfang Leng,2021,Information & Management,10.1016/j.im.2021.103428,False,independent_agreement_exclude,False,False,fully_objective_direct,objective_improvement_primary,algorithm_or_model_only,NO_EXPLICIT_ARTIFACT_CLASS | NO_MATERIAL_ARTIFACT_CHANGE | NO_OPERATIONAL_INSTANTIATION | ALGORITHM_MODEL_ONLY,指标方面，文章以新闻点击预测的precision、recall、F1和accuracy为核心成功指标，真实类别来自平台点击日志的阈值化，属于完全客观的可测量结果。核心目标也确实是提升该客观预测性能。但制品方面不具备资格：全文提出并评价的是一个深度预测模型DNCP，而不是某类被实际实现或运行的软件制品；它只是在Sohu和Toutiao数据集上离线训练和测试，未将模型作为新闻推荐系统、排名服务或其他信息系统的实际组件实例化运行。这属于典型的news-click prediction model排除情形。,0.97,74798
20559,20559_2023_will-they-take-this-offer-a-machine-learning-price-elasticity-model-for-predicting-upselling-acc.md,Will they take this offer? A machine learning price elasticity model for predicting upselling acceptance of premium airline seating,Saravanan Thirumuruganathan; Noora Al Emadi; Soon-gyo Jung; Joni Salminen; Dianne Ramirez Robillos; Bernard J. Jansen,2023,Information & Management,10.1016/j.im.2023.103759,False,independent_agreement_exclude,False,False,fully_objective_direct,objective_improvement_primary,algorithm_or_model_only,NO_EXPLICIT_ARTIFACT_CLASS | NO_MATERIAL_ARTIFACT_CHANGE | NO_OPERATIONAL_INSTANTIATION | ALGORITHM_MODEL_ONLY | SIMULATION_ONLY,文章的核心指标（升级接受、收入、邮件减少）和核心目标（提升这些客观业务结果）都是客观的，但所交付的PREM本质上是一个机器学习价格弹性模型/算法架构，而不是一个在实际运营中实例化或运行的软件制品。文中虽有“ML information system”的自我称谓，但实现与评价全部基于历史数据离线训练与仿真，没有对航空公司实际邮件营销或订座系统进行软件层面的实质修改或集成，也明确缺乏现场研究/部署证据。因此，软件制品三个必要条件不满足，严格纳入为否。,0.87,94094
